objectid,duplicate objectid,images,parentid,title,scope note,creator,date,description,paratext_type,tag,source,publisher,gcd_id,gcd_link,type,format,language,image_source,image_source_link,rights,rightsstatement,display_template,object_location,image_small,image_thumb,note,prefix
cbp_1081,FALSE,TRUE,,Advertisement: Betty and Veronica #180 (December 1970). ,,,1970-12,Advertisement for Johnny Lightning 500 cars in Betty and Veronica #180,advertisement,gender,Betty and Veronica #180 (December 1970).,Archie,222241,<a href='https://www.comics.org/issue/222241/'>222241</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1081.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1081_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1081_th.jpg,,
cbp_1082,FALSE,TRUE,,Advertisement: Betty and Veronica #180 (December 1970). ,,,1970-12,Advertisement for Popper’s Dawn doll in Betty and Veronica #180,advertisement,gender,Betty and Veronica #180 (December 1970).,Archie,222241,<a href='https://www.comics.org/issue/222241/'>222241</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1082.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1082_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1082_th.jpg,,
cbp_1083,FALSE,TRUE,,Advertisement: Betty and Veronica #170 (February 1970). ,,,1970-02,Advertisement for International Correspondence Schools in Betty and Veronica #170,advertisement,gender,Betty and Veronica #170 (February 1970).,Archie,222231,<a href='https://www.comics.org/issue/222231/'>222231</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1083.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1083_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1083_th.jpg,,
cbp_1084,FALSE,TRUE,,Correspondence: Jughead #212 (January 1973). ,,,1973-01,Archie Club News Column in Jughead #212,correspondence,fandom;reader-contributed content,Jughead #212 (January 1973).,Archie,228186,<a href='https://www.comics.org/issue/228186/'>228186</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1084.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1084_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1084_th.jpg,,
cbp_1085,FALSE,TRUE,,Publisher’s peritext;note: Jughead #263 (31 January 1977). ,,,1977-01-31,"Statement of Ownership, Management and Circulation in Jughead #263",publisher’s peritext;note,,Jughead #263 (31 January 1977).,Archie,228237,<a href='https://www.comics.org/issue/228237/'>228237</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1085.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1085_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1085_th.jpg,,
cbp_1086,FALSE,TRUE,,Advertisement: Jughead #286 (March 1979). ,,,1979-03,Advertisement for Twinkies featuring Josie in Jughead #286,advertisement,,Jughead #286 (March 1979).,Archie,228260,<a href='https://www.comics.org/issue/228260/'>228260</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1086.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1086_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1086_th.jpg,,
cbp_1087,FALSE,TRUE,,Documentary paratext: Jughead #290 (July 1979). ,,,1979-07,Numbered Word Puzzle in Jughead #290,documentary paratext,games,Jughead #290 (July 1979).,Archie,228264,<a href='https://www.comics.org/issue/228264/'>228264</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1087.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1087_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1087_th.jpg,,
cbp_1088,FALSE,TRUE,,Documentary paratext: Jughead #295 (December 1979). ,,,1979-12,Line Word Puzzle in Jughead #295,documentary paratext,games,Jughead #295 (December 1979).,Archie,228269,<a href='https://www.comics.org/issue/228269/'>228269</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1088.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1088_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1088_th.jpg,,
cbp_1089,FALSE,TRUE,,Advertisement: Jughead #295 (December 1979). ,,,1979-12,Advertisement for Star Wars toy collection in Jughead #295,advertisement,,Jughead #295 (December 1979).,Archie,228269,<a href='https://www.comics.org/issue/228269/'>228269</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1089.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1089_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1089_th.jpg,,
cbp_1090,FALSE,TRUE,,Advertisement: Jughead #295 (December 1979). ,,,1979-12,Advertisement for Archie Comics Holiday Offer in Jughead #295,advertisement,house ad,Jughead #295 (December 1979).,Archie,228269,<a href='https://www.comics.org/issue/228269/'>228269</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1090.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1090_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1090_th.jpg,,
cbp_1091,FALSE,TRUE,,Correspondence: Jughead #260 (January 1977). ,,,1977-01,Archie Club News Column in Jughead #260,correspondence,fandom;reader-contributed content,Jughead #260 (January 1977).,Archie,228234,<a href='https://www.comics.org/issue/228234/'>228234</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1091.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1091_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1091_th.jpg,,
cbp_1092,FALSE,TRUE,,Advertisement: Jughead #260 (January 1977). ,,,1977-01,Advertisement for Growing Glow Hair Treatment in Jughead #260,advertisement,gender;beauty standards,Jughead #260 (January 1977).,Archie,228234,<a href='https://www.comics.org/issue/228234/'>228234</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1092.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1092_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1092_th.jpg,,
cbp_1093,FALSE,TRUE,,Advertisement: Jughead #286 (March 1979). ,,,1979-03,Advertisement for John Travolta Grab Bag Poster Special in Jughead #286,advertisement,,Jughead #286 (March 1979).,Archie,228260,<a href='https://www.comics.org/issue/228260/'>228260</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1093.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1093_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1093_th.jpg,,
cbp_1094,FALSE,TRUE,,Advertisement: Jughead #295 (December 1979). ,,,1979-12,Advertisement for Hubba Bubba Gum in Jughead #295,advertisement,,Jughead #295 (December 1979).,Archie,228269,<a href='https://www.comics.org/issue/228269/'>228269</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1094.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1094_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1094_th.jpg,,
cbp_1095,FALSE,TRUE,,Advertisement: Archie #248 (November 1975). ,,,1975-11,Advertisement for Twinkies featuring Archie in Archie #248,advertisement,,Archie #248 (November 1975).,Archie,105829,<a href='https://www.comics.org/issue/105829/'>105829</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1095.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1095_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1095_th.jpg,,
cbp_1096,FALSE,TRUE,,Advertisement: Archie #248 (November 1975). ,,,1975-11,Advertisement for Pen Pals Network in Archie #248,advertisement,,Archie #248 (November 1975).,Archie,105829,<a href='https://www.comics.org/issue/105829/'>105829</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1096.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1096_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1096_th.jpg,,
cbp_1097,FALSE,TRUE,,Advertisement: Archie #281 (June 1979). ,,,1979-06,Advertisement for Superman Kryptonite Rocks in Archie #281,advertisement,,Archie #281 (June 1979).,Archie,105862,<a href='https://www.comics.org/issue/105862/'>105862</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1097.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1097_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1097_th.jpg,,
cbp_1098,FALSE,TRUE,,Publisher’s peritext: Archie #268 (February 1978). ,,,1978-02,Indicia in Archie #268,publisher’s peritext,indicia,Archie #268 (February 1978).,Archie,105849,<a href='https://www.comics.org/issue/105849/'>105849</a>,Image;StillImage,image/jpeg,eng,private collection,,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1100.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1100_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1100_th.jpg,,
cbp_1099,FALSE,TRUE,cbp_1098,Publisher’s peritext: Archie #268 (February 1978). Full page.,Full page,,1978-02,Indicia in Archie #268,publisher’s peritext,indicia,Archie #268 (February 1978).,Archie,105849,<a href='https://www.comics.org/issue/105849/'>105849</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1099.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1099_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1099_th.jpg,,
cbp_1100,FALSE,TRUE,cbp_1098,Publisher’s peritext: Archie #268 (February 1978). Detail.,Detail,,1978-02,Indicia in Archie #268,publisher’s peritext,indicia,Archie #268 (February 1978).,Archie,105849,<a href='https://www.comics.org/issue/105849/'>105849</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1100.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1100_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1100_th.jpg,,
cbp_1101,FALSE,TRUE,,Solicitation: Archie #268 (February 1978). ,,,1978-02,Advertisement for Archie Club’s Science Fiction Contest in Archie #268,solicitation,fandom;reader-contributed content,Archie #268 (February 1978).,Archie,105849,<a href='https://www.comics.org/issue/105849/'>105849</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1101.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1101_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1101_th.jpg,,
cbp_1102,FALSE,TRUE,,Documentary paratext: Archie #268 (February 1978). ,,,1978-02,Numbered Word Puzzle in Archie #268,documentary paratext,games,Archie #268 (February 1978).,Archie,105849,<a href='https://www.comics.org/issue/105849/'>105849</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1102.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1102_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1102_th.jpg,,
cbp_1103,FALSE,TRUE,,Advertisement: Archie #272 (July 1978). ,,,1978-07,Advertisement for Sta-long Nail Formula in Archie #272,advertisement,beauty standards,Archie #272 (July 1978).,Archie,105853,<a href='https://www.comics.org/issue/105853/'>105853</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1103.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1103_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1103_th.jpg,,
cbp_1104,FALSE,TRUE,,Documentary paratext: Archie #282 (July 1979). ,,,1979-07,Maze Puzzle in Archie #282,documentary paratext,games,Archie #282 (July 1979).,Archie,105863,<a href='https://www.comics.org/issue/105863/'>105863</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1104.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1104_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1104_th.jpg,,
cbp_1105,FALSE,TRUE,,Advertisement: Archie #268 (February 1978). ,,,1978-07,Advertisement for Clark Candy Bars in Archie #268,advertisement,,Archie #268 (February 1978).,Archie,105849,<a href='https://www.comics.org/issue/105849/'>105849</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1105.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1105_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1105_th.jpg,,
cbp_1106,FALSE,TRUE,,Documentary paratext: Archie #272 (July 1978). ,,,1978-07,Winner Announcement for Archie Club’s Science Fiction Contest in Archie #272,documentary paratext,fandom;reader-contributed content,Archie #272 (July 1978).,Archie,105853,<a href='https://www.comics.org/issue/105853/'>105853</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1106.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1106_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1106_th.jpg,,
cbp_1107,FALSE,TRUE,,Advertisement: Archie #272 (July 1978). ,,,1978-07,Advertisement for Popsicle Super Bowl XIII Sweepstakes in Archie #272,advertisement,,Archie #272 (July 1978).,Archie,105853,<a href='https://www.comics.org/issue/105853/'>105853</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1107.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1107_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1107_th.jpg,,
cbp_1108,FALSE,TRUE,,Advertisement: Archie #224 (February 1973). ,,,1973-02,Archie Comics Mail Order Advertisement in Archie #224,advertisement,house ad,Archie #224 (February 1973).,Archie,105805,<a href='https://www.comics.org/issue/105805/'>105805</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1108.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1108_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1108_th.jpg,,
cbp_1109,FALSE,TRUE,,Advertisement: Star Trek #3 (December 1968). ,,,1968-12,Advertisement for Cheerios in Star Trek #3,advertisement,,Star Trek #3 (December 1968).,Gold Key,22161,<a href='https://www.comics.org/issue/22161/'>22161</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1109.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1109_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1109_th.jpg,,
cbp_1110,FALSE,TRUE,,Documentary paratext: Star Trek #11 (August 1971).  ,,,1971-08,Gold Key Club Comics “Jokes on You” Column in Star Trek #11,documentary paratext,reader-contributed content,Star Trek #11 (August 1971). ,Gold Key,24420,<a href='https://www.comics.org/issue/24420/'>24420</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1110.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1110_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1110_th.jpg,,
cbp_1111,FALSE,TRUE,,Advertisement: Star Trek #36 (March 1976). ,,,1976-03,"Advertisement for Twinkies featuring Daffy Duck, Road Runner and Wile E. Coyote in Star Trek #36",advertisement,,Star Trek #36 (March 1976).,Gold Key,29635,<a href='https://www.comics.org/issue/29635/'>29635</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1111.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1111_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1111_th.jpg,,
cbp_1112,FALSE,TRUE,,Advertisement: Star Trek #6 (December 1969). ,,,1969-12,Advertisement for Tootsie Rolls in Star Trek #6,advertisement,,Star Trek #6 (December 1969).,Gold Key,23161,<a href='https://www.comics.org/issue/23161/'>23161</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1112.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1112_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1112_th.jpg,,
cbp_1113,FALSE,TRUE,,Publisher’s peritext: Star Trek #3 (December 1968). ,,,1968-12,Indicia in Star Trek #3,publisher’s peritext,indicia,Star Trek #3 (December 1968).,Gold Key,22161,<a href='https://www.comics.org/issue/22161/'>22161</a>,Image;StillImage,image/jpeg,eng,private collection,,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1115.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1115_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1115_th.jpg,,
cbp_1114,FALSE,TRUE,cbp_1113,Publisher’s peritext: Star Trek #3 (December 1968). Full page.,Full page,,1968-12,Indicia in Star Trek #3,publisher’s peritext,indicia,Star Trek #3 (December 1968).,Gold Key,22161,<a href='https://www.comics.org/issue/22161/'>22161</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1114.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1114_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1114_th.jpg,,
cbp_1115,FALSE,TRUE,cbp_1113,Publisher’s peritext: Star Trek #3 (December 1968). Detail.,Detail,,1968-12,Indicia in Star Trek #3,publisher’s peritext,indicia,Star Trek #3 (December 1968).,Gold Key,22161,<a href='https://www.comics.org/issue/22161/'>22161</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1115.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1115_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1115_th.jpg,,
cbp_1116,FALSE,TRUE,,Advertisement: Star Trek #11 (August 1971).  ,,,1971-08,Advertisement for “Jokes by Cracky #5” in Star Trek #11,advertisement,house ad,Star Trek #11 (August 1971). ,Gold Key,24420,<a href='https://www.comics.org/issue/24420/'>24420</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1116.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1116_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1116_th.jpg,,
cbp_1117,FALSE,TRUE,,Name of author: Star Trek Deep Space Nine #13 (August 1994). ,,,1994-08,"Names of writer, penciller, inker, letterer, color designer, color seps and editor in Star Trek Deep Space Nine #13",name of author,,Star Trek Deep Space Nine #13 (August 1994).,Malibu,55517,<a href='https://www.comics.org/issue/55517/'>55517</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1117.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1117_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1117_th.jpg,,
cbp_1118,FALSE,TRUE,,Advertisement: Star Trek Deep Space Nine #13 (August 1994). ,,,1994-08,Advertisement for Natural Born Killers movie in Star Trek Deep Space Nine #13,advertisement,,Star Trek Deep Space Nine #13 (August 1994).,Malibu,55517,<a href='https://www.comics.org/issue/55517/'>55517</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1118.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1118_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1118_th.jpg,,
cbp_1119,FALSE,TRUE,,Correspondence: Star Trek Deep Space Nine #13 (August 1994). ,,,1994-08,The Promenade Fan Mail Column in Star Trek Deep Space Nine #13,correspondence,fandom;reader-contributed content,Star Trek Deep Space Nine #13 (August 1994).,Malibu,55517,<a href='https://www.comics.org/issue/55517/'>55517</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1119.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1119_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1119_th.jpg,,
cbp_1120,FALSE,TRUE,,Public authorial epitext: Star Trek Deep Space Nine #13 (August 1994). ,,,1994-08,Interview with Mike W. Barr and Michael Jan Freeman in Star Trek Deep Space Nine #13,public authorial epitext,interview,Star Trek Deep Space Nine #13 (August 1994).,Malibu,55517,<a href='https://www.comics.org/issue/55517/'>55517</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1120.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1120_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1120_th.jpg,,
cbp_1121,FALSE,TRUE,,Advertisement: Star Trek Deep Space Nine #13 (August 1994). ,,,1994-08,Malibu Comics September 1994 Checklist in Star Trek Deep Space Nine #13,advertisement,house ad,Star Trek Deep Space Nine #13 (August 1994).,Malibu,55517,<a href='https://www.comics.org/issue/55517/'>55517</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1121.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1121_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1121_th.jpg,,
cbp_1122,FALSE,TRUE,,Publisher’s peritext: Star Trek Deep Space Nine #17 (December 1994). ,,,1994-12,Ambassadors Pen Pals Solicitation in Star Trek Deep Space Nine #17,publisher’s peritext,fandom;network,Star Trek Deep Space Nine #17 (December 1994).,Malibu,56159,<a href='https://www.comics.org/issue/56159/'>56159</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1122.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1122_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1122_th.jpg,,
cbp_1123,FALSE,TRUE,,Advertisement: Star Trek Deep Space Nine #17 (December 1994). ,,,1994-12,Advertisement for Monster Truck Wars GameBoy video game in Star Trek Deep Space Nine #17,advertisement,,Star Trek Deep Space Nine #17 (December 1994).,Malibu,56159,<a href='https://www.comics.org/issue/56159/'>56159</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1123.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1123_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1123_th.jpg,,
cbp_1124,FALSE,TRUE,,Name of author: Star Trek Deep Space Nine #17 (December 1994). ,,,1994-12,"Names of writer, penciller, inker, color designers, letterer and editor in Star Trek Deep Space Nine #17",name of author,,Star Trek Deep Space Nine #17 (December 1994).,Malibu,56159,<a href='https://www.comics.org/issue/56159/'>56159</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1124.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1124_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1124_th.jpg,,
cbp_1125,FALSE,TRUE,,Advertisement: Star Trek Deep Space Nine #22 (May 1995). ,,,1995-05,Advertisement for 25th Anniversary issue of Star Trek Deep Space Nine in Star Trek Deep Space Nine #22,advertisement,house ad,Star Trek Deep Space Nine #22 (May 1995).,Malibu,56159,<a href='https://www.comics.org/issue/56159/'>56159</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1125.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1125_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1125_th.jpg,,
cbp_1126,FALSE,TRUE,,Advertisement: Star Trek Deep Space Nine #22 (May 1995). ,,,1995-05,Advertisement for Mark Lenard’s Celebrity Issue “Blood and Honor” in Star Trek Deep Space Nine #22,advertisement,,Star Trek Deep Space Nine #22 (May 1995).,Malibu,56159,<a href='https://www.comics.org/issue/56159/'>56159</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_1126.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_1126_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_1126_th.jpg,,
